附表,二轮状态,材料ID,来源数据,书家,书体/可能书体,quote,page_no,source_file,原文命中,证据等级,门禁,第二轮动作,进入主表建议,问题/隐患,备注,对应原高置信记录
附表A｜第二轮确定风格主表,主表保留,SD-0019,08_原高置信证据表,王献之,行草,至于行草，兴合如孤峰四绝，迥出天外，其峻峭不可量也。尔其雄武神纵，灵姿秀出，臧武仲之智，卞庄子之勇，或大鹏抟风，长鲸喷浪，悬崖坠石，惊电遗光，察其所由，则意逸乎笔，未見其止，盖欲夺龙蛇之飞动，掩锺、张之神气，惜其阳秋尚富，纵逸不羁，天骨未全，有时而琐。,192,page_192.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,原文明确为行草；保留“或大鹏抟风”,SD-0019
附表A｜第二轮确定风格主表,主表保留,SD-0020,08_原高置信证据表,刘德升,行书,风流婉约，独步当时,194,page_194.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,行书之祖,SD-0020
附表A｜第二轮确定风格主表,主表保留,SD-0021,08_原高置信证据表,胡昭,隶书,体肥,194,page_194.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,建议扩展为“而胡书体肥，锺书体瘦，亦各有君嗣之美也”，否则“体肥”单独成条过弱。,SD-0021
附表A｜第二轮确定风格主表,主表保留,SD-0023,08_原高置信证据表,张昶,章草,尤善章草，家风不坠，奕叶清华，书类伯英，时人谓之“亚圣”。至如筋骨天姿，实所未逮，若华实兼美，可以继之。,195,page_195.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,章草比较评价；保留完整连续原文,SD-0023
附表A｜第二轮确定风格主表,主表保留,SD-0024,08_原高置信证据表,魏武帝,章草,雄逸绝伦,195,page_195.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0024
附表A｜第二轮确定风格主表,主表保留,SD-0025,08_原高置信证据表,邯郸淳,八分,应规入矩，方圆乃成,195,page_195.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0025
附表A｜第二轮确定风格主表,主表保留,SD-0022,08_原高置信证据表,韦诞,八分,龙拏虎踞，剑拔弩张,196,page_196.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0022
附表A｜第二轮确定风格主表,主表保留,SD-0026,08_原高置信证据表,嵇康,草制,叔夜善书，妙于草制，观其体势，得之自然，意不在乎笔墨，若高逸之士，虽在布衣，有傲然之色,197,page_197.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,草制风格描述,SD-0026
附表A｜第二轮确定风格主表,主表保留,SD-0027,08_原高置信证据表,锺会,行草,书有父风，稍备筋骨，兼美行草，尤工隶书，遂逸致飘然，有凌云之志，亦所谓剑则干将、莫邪焉。,197,page_197.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,原文兼及行草与隶书；按行草主项保留混合说明,SD-0027
附表A｜第二轮确定风格主表,主表保留,SD-0028,08_原高置信证据表,张弘,飞白,飘若云游，激如惊电，飞仙舞鹤之态,197,page_197.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,张乌巾,SD-0028
附表A｜第二轮确定风格主表,主表保留,SD-0029,08_原高置信证据表,王廙,飞白,垂雕鹗之翅羽，类旌旗之卷舒,198,page_198.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,右军之亚,SD-0029
附表A｜第二轮确定风格主表,主表保留,SD-0030,08_原高置信证据表,郗愔,章草,纤浓得中，意态无穷，筋骨亦胜,198,page_198.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,章草亚于右军,SD-0030
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0031,08_原高置信证据表,王洽,草书/泛草,落简挥毫，有郢匠乘风之势,198,page_198.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,,SD-0031
附表A｜第二轮确定风格主表,主表保留,SD-0032,08_原高置信证据表,王珉,行草,金剑霜断，崎欹历落，时谓小王之亚,199,page_199.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0032
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0033,08_原高置信证据表,桓玄,草书/泛草,肉翅已就，兰筋初生，畜怒而驰，日可千里，洸洸趍趍，实亦武哉,199,page_199.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,慕小王，善于草法,SD-0033
附表A｜第二轮确定风格主表,主表保留,SD-0034,08_原高置信证据表,宋文帝,隶书/泛隶,时论以为天然胜羊欣，工夫恨少,200,page_200.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,保留但备注说明这是“天然胜羊欣、工夫恨少”的时论评价，不等同具体笔势比喻；不要与 SD-0035 合并误作同一书体。,SD-0034
附表A｜第二轮确定风格主表,主表保留,SD-0035,08_原高置信证据表,宋文帝,隶书/行草综合待裁决,道心唯微，探索幽远，若泠泠水行，有岩石间真声,200,page_200.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,保留但备注说明该句承接宋文帝同段，书体归属需要与 SD-0034 分开处理，不能只凭比喻句反推出单一书体。,SD-0035
附表A｜第二轮确定风格主表,主表保留,SD-0036,08_原高置信证据表,羊欣,隶书,婉似流风之雪，惊禽走兽，络绎飞驰,200,page_200.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,子敬之后可以独步,SD-0036
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0037,08_原高置信证据表,薄绍之,行草,若干将出匣，光芒射人；魏武临戎，纵横制敌,200,page_200.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,扩展摘录为含“善书，宪章小王，风格秀异”和“其行草倜傥，时越羊欣”的完整句群；当前两个比喻可保留但不宜脱离行草上下文。,SD-0037
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0042,08_原高置信证据表,谢灵运,真草,歘风吐云，簸荡川岳,201,page_201.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,扩展为“石韫千年之色，松低百尺之柯，虽不逮师，歘风吐云，簸荡川岳，其亦庶几。”并备注真草混合语境。,SD-0042
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0043,08_原高置信证据表,孔琳之,草书/泛草,飞泉交注，奔竞不息,202,page_202.txt,exact,弱,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,不要以“孔琳之 / page_202 / 飞泉交注”进入 final。若保留该 quote，应归阮研且会与 SD-0045 重复；若保留孔琳之，应从 page_201 重抽“善草、行，师于小王，稍露筋骨，飞流悬势，则吕梁之水焉”或王僧虔“放纵快利，笔迹流便”。,SD-0043
附表A｜第二轮确定风格主表,主表保留,SD-0044,08_原高置信证据表,萧子云,飞白,意趣飘然，点画之际，有若翥举，妍妙至极，难与比肩，但少乏古风,202,page_202.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,创造小篆飞白,SD-0044
附表A｜第二轮确定风格主表,主表保留,SD-0045,08_原高置信证据表,阮研,行草,其行草出于大王，甚精熟。若飞泉交注，奔竞不息，时称萧、陶等各得右军一体，而此公筋力最优。,202,page_202.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,本条阮研归属正确。处理 SD-0043 时不要重复保留同一 quote；可将 SD-0043 删除或改为孔琳之重抽。,SD-0045
附表A｜第二轮确定风格主表,主表保留,SD-0046,08_原高置信证据表,阮研,隶书/泛隶,习于锺公，风神稍怯,202,page_202.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0046
附表A｜第二轮确定风格主表,主表保留,SD-0038,08_原高置信证据表,智永,草书/泛草,夷途良辔，大海安波。微尚有道之风，半得右军之肉。,203,page_203.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,保留可用，但建议在备注说明智永兼能诸体、于草最优；当前摘录本身不含“草书”字样。,SD-0038
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0039,08_原高置信证据表,欧阳询,真行,森森焉若武库矛戟，风神严于智永,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,,SD-0039
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0040,08_原高置信证据表,欧阳询,草书,迭宕流通,203,page_203.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,扩展为“其草书迭宕流通，示之二王可为动色；然惊奇跳骏，不避危险，伤于清雅之致。”当前只摘“迭宕流通”会丢失限制。,SD-0040
附表A｜第二轮确定风格主表,主表保留,SD-0041,08_原高置信证据表,虞世南,行书/泛行,秀岭危峰，处处间起,204,page_204.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,得大令之宏规,SD-0041
附表A｜第二轮确定风格主表,主表保留,SD-0047,08_原高置信证据表,褚遂良,真书,若瑶台青璅，窅映春林，美人婵娟，似不任乎罗绮,204,page_204.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,增华绰约,SD-0047
附表A｜第二轮确定风格主表,主表保留,SD-0048,08_原高置信证据表,徐幹,章草,得伯张书藁，势殊工,206,page_206.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,班固称之,SD-0048
附表A｜第二轮确定风格主表,主表保留,SD-0049,08_原高置信证据表,张超,章草,字势甚峻,206,page_206.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,,SD-0049
附表A｜第二轮确定风格主表,主表保留,SD-0050,08_原高置信证据表,崔寔,章草,章草雅有父風,207,page_207.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,保留原文繁体,SD-0050
附表A｜第二轮确定风格主表,主表保留,SD-0051,08_原高置信证据表,卫觊,草体,草体伤瘦，笔迹精绝,208,page_208.txt,exact,强,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,无,原文“尤工古文、篆、隶，草体伤瘦，笔迹精绝”；风格描述对应草体，不是古文,SD-0051
附表A｜第二轮确定风格主表,主表保留但需复核,SD-0052,08_原高置信证据表,杨肇,草隶,翰动若飞，纸落如云,208,page_208.txt,exact,中,checkpoint-source; checkpoint-final,保留为第二轮高置信风格证据；继续支持网站回原文。,已入主表,书体标签需复核,,SD-0052
附表B｜优先补入候选,候选待人工复核,BM-0052,07_优先补入候选,品级,,又云「张伯英如汉武学道，凭虚欲仙」，终不成矣。商榷如此，不亦谬乎？,154,page_154.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0051,07_优先补入候选,水平评价,草,草书伯英创立规范，得物象之形，均造化之理。然其法太古质，不剖断，以此为少也。有椎轮草意之妙，后学得渔猎其中，宜为第一。,159,page_159.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0142,07_优先补入候选,水平评价,行,子敬才高识远，行草之外，更开一门。夫行书，非草非真，离方遁圆，在乎季孟之间。兼真者，谓之真行；带草者，谓之行草。子敬之法，非草非行，流便于草，开张于行，草又处其中间。,160,page_160.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0154,07_优先补入候选,风神,草,子敬年十五六时，尝白其父云：「古之章草，未能宏逸。今穷伪略之理，极草纵之致，不若藁行之闲，于往法固殊，大人宜改体；且法既不定，事贵变通，然古法亦局而执。」,160,page_160.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0278,07_优先补入候选,嵇康,草,嵇叔夜身长七尺六寸，美音声，伟容色，虽土木形体，而龙章凤姿，天质自然，加以孝友温恭，吾慕其为人，尝有其草写《绝交书》一纸，非常宝惜。,161,page_161.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0040,07_优先补入候选,水平评价,草,其杜度、崔瑗，可与伯英价等。然志乃尤古，力亦微大，惟妍媚不逮于张芝。,163,page_163.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0072,07_优先补入候选,品级,草,卫瓘可与张为弟，索靖则雄逸过之。,163,page_163.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0124,07_优先补入候选,水平评价,行,可谓子为神骏，父得灵和。父子真行，固为百代之楷法。,163,page_163.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0006,07_优先补入候选,苍颉,篆,颉首四目，通于神明，仰观奎星圆曲之势，俯察龟文鸟迹之象，博采众美，合而为字，是曰古文。,169,page_169.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0007,07_优先补入候选,苍颉,篆,观其措笔缀墨，用心精专。守正循检，矩折规旋，其曲如弓，其直如弦。矫然特出，若龙腾于川；森尔下陬，若雨坠于天。,170,page_170.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0008,07_优先补入候选,史籀,篆,赞曰：古文元胤，太史神书，千类万象，或龙或鱼，何词不录，何物不储，怿思通理，从心所如，如彼江海，大波洪涛，如彼音乐，干戚羽旄。,171,page_171.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0019,07_优先补入候选,王次仲,隶,王愔云：「次仲始以古书方广，少波势。」建初中，以隶草作楷法，字方八分，言有模楷。,172,page_172.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0020,07_优先补入候选,水平评价,,赞曰：仙客遗范，灵姿秀出，奋研扬波，金相玉质。龙腾虎踈兮，势非一；交戟横戈兮，气雄逸；楷之为妙兮，备华实。,173,page_173.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0026,07_优先补入候选,程邈,隶,程邈即隶书之祖也。赞曰：隶合文质，程君是先，乃备风雅，如聆管弦，长毫秋劲，素体霜妍，推峰剑折，落点星悬，乍发红焰，旋凝紫烟，金芝琼草，万世芳传。,174,page_174.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0030,07_优先补入候选,品级,,赞曰：史游制草，始务急就，婉若回鸾，攫如搏兽，迟回缣简，势欲飞透，敷华垂实，尺牍尤奇，并功惜日，学者为宜。,175,page_175.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0032,07_优先补入候选,刘穆,草,惟刘氏之法，书体甚浓，结字工巧，时有不及。,175,page_175.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0054,07_优先补入候选,水平评价,,怀瓘案：草之书，字字区别，张芝变为今草，如流水速，拔茅连茹，上下牵连，或借上字之下而为下字之上，奇形离合，数意兼包，若悬猿饮涧之象，钩锁连环之状，神化自若，变态不穷。,175,page_175.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0147,07_优先补入候选,比喻,,若逸气纵横，则羲谢于献；若簪裾礼乐，则献不继羲。虽诸家之法悉殊，而子敬最为遒拔。,176,page_176.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0166,07_优先补入候选,王珉,行,《王珉行书状》云：邈乎嵩、岱之峻极，烂若列宿之丽天。伟字挺特，奇书秀出，扬波骋艺，余妍宏逸，虎踺凤跱，龙伸螭屈。,176,page_176.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0167,07_优先补入候选,王珉,行,详览字体，究寻笔迹，粲乎伟乎，如珪如璧。宛若盘螭之仰势，翼若翔鸾之舒翮。或乃放乎飞笔，雨下风驰，绮靡婉丽，纵横流离。,176,page_176.txt,compact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
附表B｜优先补入候选,候选待人工复核,BM-0055,07_优先补入候选,水平评价,,张芝草书得易简流速之极，蔡邕飞白得华艳飘荡之极，字之逸越，不复过此二途。,177,page_177.txt,exact,中,checkpoint-source; checkpoint-final,优先复核书家、书体、摘录是否精确；通过后再补入主表。,复核后可补入,来自宽口径召回，不能直接定稿,来自参考PDF结构化抽取；需用 page 文本/PDF 复核后定稿。,
